Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
27,Travel_Frequently,715,Research & Development,7,2,Marketing,1,3,Female,53,1,Healthcare Representative,1,Single,14970,12870,7,Yes,20,4,1,80,21,1,1,2,4,6,No
51,Travel_Frequently,1043,Sales,20,2,Life Sciences,1,2,Female,45,2,Healthcare Representative,3,Married,16111,5802,8,Yes,14,3,4,80,29,0,3,4,4,0,No
56,Travel_Rarely,1021,Sales,26,2,Life Sciences,1,1,Female,49,3,Research Scientist,1,Single,12557,19320,6,Yes,16,3,1,80,22,4,2,10,5,3,No
45,Travel_Frequently,1374,Research & Development,4,1,Medical,1,2,Female,58,2,Sales Executive,1,Married,9704,3345,8,Yes,19,3,1,80,18,0,2,14,6,1,Yes
48,Travel_Rarely,454,Sales,22,3,Other,1,1,Female,58,2,Manager,3,Single,3867,14910,7,Yes,17,3,2,80,23,4,3,9,3,4,Yes
42,Travel_Rarely,828,Sales,9,4,Medical,1,4,Female,88,1,Manager,1,Single,16031,19420,5,Yes,13,3,2,80,20,3,2,1,12,10,No
25,Travel_Rarely,979,Research & Development,20,4,Other,1,1,Female,59,1,Laboratory Technician,1,Single,5917,9749,6,No,20,3,4,80,2,0,1,7,6,3,Yes
29,Travel_Rarely,731,Research & Development,28,3,Human Resources,1,2,Male,85,1,Manager,4,Single,12040,24282,8,Yes,17,4,2,80,22,2,3,3,3,1,No
27,Travel_Rarely,666,Research & Development,14,3,Other,1,4,Female,35,3,Research Director,1,Divorced,7652,7010,2,Yes,15,4,3,80,19,1,2,4,11,7,No
58,Travel_Rarely,696,Sales,8,2,Technical Degree,1,2,Female,78,2,Healthcare Representative,1,Married,10501,23249,7,Yes,16,4,4,80,9,1,3,0,5,2,No
52,Travel_Frequently,381,Research & Development,26,3,Other,1,2,Male,82,1,Human Resources,1,Divorced,4103,22639,6,Yes,19,3,4,80,9,2,3,1,3,2,Yes
33,Travel_Frequently,499,Sales,20,5,Medical,1,1,Female,34,3,Human Resources,1,Single,7911,24452,4,Yes,17,3,3,80,8,0,2,6,5,6,No
47,Travel_Frequently,1447,Sales,13,4,Life Sciences,1,4,Female,94,2,Sales Representative,2,Single,10093,12861,9,Yes,11,3,3,80,12,5,4,0,3,3,No
38,Travel_Rarely,334,Research & Development,21,4,Marketing,1,1,Female,38,2,Sales Executive,3,Single,6186,5506,7,Yes,12,3,2,80,17,1,3,3,6,3,No
26,Travel_Frequently,373,Sales,9,4,Other,1,2,Female,92,2,Research Director,3,Divorced,8736,21869,4,Yes,16,4,1,80,27,2,1,4,8,6,No
39,Travel_Frequently,152,Sales,15,4,Life Sciences,1,1,Female,88,1,Sales Executive,1,Married,4229,5247,6,No,16,3,2,80,20,5,3,4,12,2,Yes
53,Travel_Rarely,1417,Sales,5,3,Life Sciences,1,3,Female,87,2,Healthcare Representative,2,Divorced,7193,4890,8,Yes,16,3,3,80,5,6,1,1,8,2,No
48,Travel_Rarely,482,Sales,10,3,Marketing,1,3,Male,54,1,Sales Representative,1,Single,7636,7585,9,Yes,15,3,3,80,5,0,2,9,3,6,No
31,Travel_Rarely,885,Research & Development,13,4,Technical Degree,1,2,Male,33,2,Research Director,1,Single,10885,5438,0,Yes,17,4,2,80,15,4,3,7,7,9,No
21,Non-Travel,629,Research & Development,23,1,Technical Degree,1,1,Female,53,2,Sales Executive,4,Single,14245,8378,7,Yes,12,4,2,80,19,0,2,1,7,3,No
20,Travel_Rarely,973,Sales,5,2,Technical Degree,1,2,Female,48,3,Manager,1,Single,10686,10789,7,Yes,17,3,1,80,17,0,3,8,4,0,No
45,Travel_Rarely,1430,Sales,3,4,Medical,1,2,Female,64,1,Manager,2,Single,3942,17425,7,No,13,3,3,80,11,3,1,2,4,13,No
44,Travel_Rarely,1000,Sales,14,3,Medical,1,1,Female,99,2,Manufacturing Director,1,Single,9390,10318,9,Yes,11,3,3,80,4,6,1,1,8,1,Yes
39,Travel_Rarely,1082,Sales,24,2,Medical,1,1,Female,42,3,Research Scientist,4,Single,6176,14844,8,Yes,14,3,1,80,12,1,2,7,6,6,No
33,Travel_Rarely,774,Sales,9,1,Marketing,1,1,Female,38,3,Research Director,2,Divorced,9059,8002,0,Yes,13,4,1,80,6,6,2,3,6,7,Yes
19,Travel_Rarely,229,Sales,24,1,Marketing,1,1,Female,59,4,Research Director,1,Divorced,12052,14068,7,Yes,12,3,2,80,2,4,2,0,2,1,Yes
25,Travel_Rarely,771,Sales,26,4,Marketing,1,3,Female,79,2,Healthcare Representative,1,Single,9790,22867,6,No,13,4,2,80,8,0,2,0,5,5,No
25,Travel_Frequently,1236,Research & Development,25,3,Technical Degree,1,4,Male,30,1,Research Director,2,Married,10763,12875,0,Yes,12,4,1,80,26,5,3,3,10,3,No
45,Travel_Rarely,1399,Sales,8,2,Life Sciences,1,1,Male,72,1,Research Scientist,1,Single,3580,7624,8,Yes,14,4,3,80,20,0,3,4,6,3,No
43,Travel_Rarely,1195,Sales,14,2,Life Sciences,1,4,Female,80,1,Manager,1,Divorced,5435,7359,9,Yes,15,3,1,80,16,3,1,2,3,3,No
46,Travel_Frequently,1008,Human Resources,13,4,Medical,1,2,Male,49,2,Manager,2,Married,2417,7954,6,Yes,22,4,1,80,10,3,1,0,4,12,Yes
47,Travel_Frequently,1263,Sales,23,2,Life Sciences,1,4,Female,87,1,Sales Executive,1,Single,13208,10871,7,No,13,3,3,80,22,0,2,3,5,2,No
54,Travel_Rarely,397,Human Resources,19,4,Medical,1,3,Male,88,3,Human Resources,2,Married,10725,6729,2,Yes,15,3,3,80,16,1,4,7,7,1,No
51,Travel_Frequently,968,Sales,3,1,Marketing,1,1,Female,63,3,Research Director,1,Divorced,7882,5190,9,Yes,17,4,2,80,27,2,4,1,2,7,No
24,Non-Travel,676,Sales,26,4,Technical Degree,1,2,Female,65,3,Manager,3,Married,2892,9815,6,Yes,14,3,3,80,5,1,3,0,4,7,No
37,Travel_Frequently,457,Sales,11,1,Life Sciences,1,3,Female,86,3,Healthcare Representative,2,Married,3255,12975,6,Yes,13,3,3,80,4,5,1,12,7,0,No
34,Travel_Rarely,299,Sales,21,3,Life Sciences,1,1,Female,47,3,Laboratory Technician,1,Married,12347,15671,6,Yes,15,3,3,80,13,2,1,8,6,3,No
58,Non-Travel,146,Sales,6,3,Human Resources,1,1,Female,37,1,Human Resources,2,Married,14128,3802,1,Yes,17,3,2,80,28,5,3,4,9,1,No
38,Travel_Rarely,940,Research & Development,11,3,Other,1,3,Female,52,2,Healthcare Representative,1,Married,3325,8663,6,Yes,17,4,2,80,1,5,3,3,7,5,Yes
35,Travel_Rarely,815,Human Resources,15,3,Medical,1,2,Female,61,3,Sales Executive,4,Single,13450,22489,6,Yes,12,3,2,80,29,1,1,11,7,1,No
47,Travel_Frequently,535,Research & Development,7,4,Life Sciences,1,4,Female,36,2,Healthcare Representative,1,Single,14235,18601,6,Yes,15,3,2,80,3,0,2,6,7,6,No
55,Travel_Rarely,990,Research & Development,10,4,Life Sciences,1,3,Female,55,3,Research Director,3,Single,5219,3601,1,Yes,19,3,2,80,19,2,1,6,6,4,No
32,Travel_Rarely,1252,Human Resources,12,2,Medical,1,1,Female,79,2,Human Resources,3,Single,4735,5106,0,Yes,20,3,2,80,25,0,2,9,9,2,No
34,Travel_Rarely,1266,Research & Development,19,3,Other,1,1,Female,59,2,Human Resources,3,Single,7237,6794,4,Yes,11,4,1,80,3,5,1,3,5,8,No
39,Travel_Rarely,1132,Sales,14,4,Other,1,2,Male,56,4,Sales Representative,3,Married,8956,7877,5,No,13,3,2,80,4,2,2,0,5,3,No
58,Travel_Rarely,436,Sales,15,4,Medical,1,2,Female,56,2,Research Director,1,Single,4762,5843,2,Yes,16,3,2,80,15,1,3,5,5,5,No
44,Travel_Rarely,1147,Sales,7,2,Marketing,1,3,Female,76,1,Healthcare Representative,1,Married,9141,20381,7,Yes,17,4,4,80,4,1,2,8,5,1,Yes
45,Travel_Rarely,901,Sales,21,4,Medical,1,2,Male,36,1,Healthcare Representative,2,Single,9722,5387,6,Yes,15,3,2,80,7,6,4,1,5,8,No
51,Travel_Rarely,1330,Sales,23,2,Human Resources,1,2,Female,38,3,Human Resources,3,Single,10915,15647,0,Yes,12,3,4,80,28,2,1,3,9,3,Yes
40,Travel_Frequently,1208,Research & Development,17,3,Medical,1,3,Male,55,3,Research Director,2,Married,5099,6707,8,Yes,15,4,1,80,15,2,2,14,2,4,No
28,Travel_Rarely,1050,Human Resources,3,2,Technical Degree,1,2,Female,83,1,Healthcare Representative,2,Married,14926,12571,6,Yes,14,4,2,80,18,2,4,2,5,4,No
27,Non-Travel,1283,Research & Development,25,3,Technical Degree,1,1,Male,37,2,Human Resources,1,Divorced,6523,6801,0,Yes,12,3,1,80,4,3,3,13,7,0,No
39,Travel_Frequently,1444,Sales,5,3,Life Sciences,1,2,Female,52,1,Healthcare Representative,4,Divorced,10582,9881,7,Yes,19,3,4,80,7,1,4,5,5,7,No
29,Travel_Frequently,879,Sales,1,5,Life Sciences,1,1,Female,88,1,Healthcare Representative,1,Single,3398,20015,7,Yes,13,3,4,80,12,0,2,2,8,3,No
25,Travel_Rarely,728,Research & Development,11,4,Technical Degree,1,3,Male,68,2,Sales Representative,2,Single,14260,8745,9,No,19,4,2,80,5,2,3,1,3,6,No
20,Travel_Rarely,855,Sales,19,3,Marketing,1,2,Male,72,3,Research Director,1,Married,11121,6404,2,Yes,22,4,1,80,16,1,1,5,6,2,No
38,Travel_Rarely,1200,Sales,13,2,Technical Degree,1,2,Female,95,4,Research Scientist,4,Single,2790,12464,9,Yes,14,3,1,80,23,0,4,1,6,0,No
48,Travel_Frequently,630,Research & Development,23,1,Marketing,1,1,Female,51,2,Research Director,1,Married,7073,8995,3,No,14,3,2,80,5,0,3,2,5,7,No
41,Travel_Rarely,488,Sales,20,2,Marketing,1,1,Female,72,1,Healthcare Representative,2,Single,5876,4071,6,Yes,17,4,1,80,21,3,2,1,4,7,No
52,Travel_Rarely,291,Research & Development,20,1,Technical Degree,1,1,Female,67,1,Research Director,1,Single,10057,11784,6,Yes,15,3,4,80,30,4,1,6,2,1,No
35,Travel_Rarely,369,Research & Development,21,3,Medical,1,2,Female,88,1,Healthcare Representative,4,Divorced,14344,13483,7,Yes,18,3,1,80,26,4,2,0,4,2,No
30,Non-Travel,814,Research & Development,26,2,Life Sciences,1,2,Male,39,2,Research Director,4,Single,8792,20634,7,Yes,14,3,3,80,22,3,2,0,2,7,No
34,Travel_Rarely,1292,Sales,7,5,Medical,1,2,Female,92,1,Research Director,1,Single,14209,4029,7,No,20,3,1,80,27,1,2,3,2,4,No
31,Travel_Rarely,695,Research & Development,29,3,Medical,1,4,Male,98,2,Research Director,2,Single,8582,21514,3,Yes,14,3,1,80,15,0,2,13,6,9,Yes
30,Travel_Frequently,721,Sales,13,3,Medical,1,4,Female,63,3,Research Director,1,Single,14071,12017,6,No,14,3,3,80,8,1,3,4,3,4,No
35,Travel_Frequently,738,Sales,26,5,Medical,1,2,Female,45,1,Human Resources,2,Single,5621,13599,6,Yes,11,3,1,80,4,1,2,2,3,2,No
34,Travel_Frequently,1377,Human Resources,29,1,Life Sciences,1,2,Female,62,3,Research Scientist,2,Single,9514,15852,7,No,16,3,1,80,16,1,1,4,12,7,No
58,Travel_Rarely,737,Sales,21,4,Marketing,1,1,Male,47,3,Manufacturing Director,2,Married,10755,25508,8,Yes,18,3,1,80,26,4,4,5,7,7,Yes
37,Travel_Rarely,796,Sales,24,3,Other,1,1,Male,51,3,Research Director,3,Divorced,4517,7875,7,Yes,15,3,2,80,1,3,2,11,2,9,No
48,Travel_Rarely,1129,Research & Development,17,2,Other,1,1,Male,33,4,Research Director,3,Single,10860,10668,1,Yes,18,3,3,80,12,1,1,3,10,9,No
58,Travel_Frequently,920,Research & Development,7,2,Life Sciences,1,4,Female,82,4,Manager,2,Married,13330,10378,9,No,15,3,3,80,4,0,1,4,4,0,Yes
34,Travel_Frequently,993,Sales,24,3,Marketing,1,1,Female,68,4,Sales Representative,4,Married,4292,25491,6,Yes,16,3,4,80,15,5,2,0,4,9,No
30,Travel_Rarely,903,Sales,6,3,Life Sciences,1,4,Female,78,4,Manager,3,Single,13806,4695,6,Yes,15,3,2,80,17,3,3,4,4,3,No
52,Travel_Frequently,1129,Sales,3,2,Human Resources,1,1,Male,99,2,Research Director,4,Divorced,8350,6499,4,Yes,14,3,3,80,9,5,4,5,8,6,No
24,Travel_Rarely,912,Sales,1,3,Life Sciences,1,2,Male,61,3,Healthcare Representative,4,Single,11131,22035,8,Yes,17,3,3,80,14,2,3,2,8,6,No
24,Travel_Rarely,661,Sales,2,2,Marketing,1,1,Female,39,3,Healthcare Representative,1,Single,3114,12301,6,Yes,15,3,4,80,1,3,2,1,6,9,No
59,Travel_Rarely,1017,Sales,7,3,Technical Degree,1,4,Female,94,3,Human Resources,1,Single,7060,3583,4,No,20,4,3,80,13,5,2,3,6,7,No
27,Travel_Frequently,1153,Sales,2,3,Technical Degree,1,1,Male,37,3,Healthcare Representative,3,Divorced,4619,5873,6,No,13,3,2,80,24,2,2,3,7,4,No
36,Travel_Rarely,565,Research & Development,19,2,Life Sciences,1,2,Female,44,1,Manufacturing Director,1,Single,7112,19922,6,No,14,3,1,80,22,6,1,3,9,4,No
51,Travel_Rarely,717,Research & Development,21,3,Technical Degree,1,3,Female,46,4,Manufacturing Director,3,Single,6280,5830,9,No,13,4,3,80,30,1,1,7,10,5,No
38,Travel_Rarely,669,Sales,19,2,Other,1,3,Female,80,2,Healthcare Representative,3,Single,2780,25302,9,Yes,15,4,1,80,8,5,4,2,5,5,Yes
23,Travel_Rarely,276,Sales,25,2,Marketing,1,1,Female,84,3,Healthcare Representative,1,Single,7787,11326,6,Yes,18,4,4,80,20,3,2,12,4,5,No
27,Travel_Frequently,600,Human Resources,6,2,Human Resources,1,3,Male,97,2,Research Scientist,1,Single,3699,17448,7,Yes,19,3,1,80,17,2,4,4,6,6,Yes
44,Non-Travel,1244,Research & Development,12,2,Life Sciences,1,3,Female,92,2,Healthcare Representative,2,Married,3906,6854,6,Yes,21,3,1,80,4,0,1,3,8,8,No
36,Travel_Rarely,358,Sales,13,2,Life Sciences,1,2,Female,43,3,Research Director,1,Single,11962,20752,7,Yes,16,3,4,80,3,2,2,12,2,3,No
21,Travel_Frequently,1174,Research & Development,22,1,Marketing,1,4,Female,38,1,Laboratory Technician,2,Single,9216,8758,7,Yes,16,4,3,80,17,0,2,2,7,5,Yes
50,Travel_Rarely,514,Sales,10,4,Technical Degree,1,1,Female,74,3,Research Scientist,4,Single,15437,17534,6,Yes,13,4,4,80,17,1,2,0,6,2,No
44,Travel_Rarely,581,Research & Development,12,3,Medical,1,1,Female,88,1,Human Resources,1,Single,14220,5016,1,Yes,11,3,1,80,10,3,2,4,10,4,No
19,Travel_Rarely,1431,Research & Development,23,3,Life Sciences,1,3,Female,37,1,Sales Representative,1,Single,7476,11429,8,Yes,14,3,1,80,28,2,3,3,2,8,No
24,Travel_Rarely,903,Sales,17,4,Life Sciences,1,2,Male,74,2,Human Resources,3,Single,2897,16760,4,Yes,21,3,3,80,28,1,1,5,6,8,No
35,Travel_Rarely,737,Sales,10,3,Medical,1,4,Male,55,2,Sales Executive,1,Married,10306,21530,9,Yes,17,3,3,80,15,3,3,12,6,0,Yes
22,Travel_Rarely,1152,Research & Development,7,3,Other,1,1,Female,42,1,Manager,2,Single,5768,9299,5,No,12,4,1,80,26,0,3,6,7,0,No
51,Travel_Frequently,961,Research & Development,19,1,Life Sciences,1,1,Female,56,2,Sales Executive,2,Married,6984,13862,8,No,12,3,3,80,11,5,4,0,8,9,No
38,Travel_Frequently,1244,Human Resources,10,3,Life Sciences,1,1,Male,57,2,Manufacturing Director,2,Single,7166,9566,6,No,14,3,3,80,10,5,3,8,6,7,No
59,Non-Travel,1006,Sales,15,2,Technical Degree,1,2,Female,58,2,Sales Executive,3,Single,3204,10248,6,Yes,16,4,4,80,21,5,3,5,6,10,Yes
30,Non-Travel,825,Human Resources,17,2,Marketing,1,1,Female,43,4,Laboratory Technician,1,Single,4179,20045,6,Yes,13,3,1,80,1,3,3,8,6,9,No
40,Travel_Rarely,1400,Human Resources,22,3,Life Sciences,1,3,Female,43,1,Manager,1,Divorced,7829,6302,7,Yes,12,4,3,80,7,0,1,0,3,0,No
39,Travel_Rarely,175,Human Resources,24,4,Medical,1,1,Female,79,3,Sales Representative,2,Married,9311,17992,0,Yes,18,4,1,80,21,3,3,9,11,8,No
28,Travel_Frequently,458,Research & Development,26,3,Life Sciences,1,3,Female,81,3,Healthcare Representative,1,Single,16671,23225,8,Yes,16,3,3,80,1,2,1,1,4,5,No
34,Non-Travel,1177,Sales,11,2,Other,1,1,Male,79,1,Healthcare Representative,2,Single,5388,4460,8,No,16,4,3,80,11,0,2,4,4,6,Yes
44,Travel_Frequently,826,Research & Development,28,3,Life Sciences,1,2,Female,69,2,Sales Representative,3,Single,5628,6045,8,Yes,16,3,2,80,14,0,2,8,3,2,No
30,Travel_Rarely,718,Sales,14,3,Marketing,1,3,Male,65,4,Research Director,3,Married,5976,20237,1,No,18,3,2,80,24,5,2,0,6,6,Yes
37,Travel_Rarely,993,Sales,18,3,Other,1,3,Male,44,3,Research Director,2,Single,9650,5696,2,Yes,13,3,3,80,24,2,1,13,5,5,No
36,Travel_Rarely,384,Human Resources,29,3,Medical,1,4,Female,65,2,Sales Executive,2,Single,13697,8587,9,Yes,13,3,1,80,5,4,4,1,7,12,Yes
57,Non-Travel,527,Research & Development,4,4,Technical Degree,1,2,Female,80,1,Manager,1,Married,10568,5217,5,Yes,13,4,1,80,23,2,2,2,5,6,No
30,Travel_Frequently,411,Research & Development,4,3,Medical,1,1,Female,86,1,Laboratory Technician,1,Single,4618,12826,6,Yes,14,3,3,80,20,0,4,3,8,4,Yes
35,Travel_Rarely,340,Sales,29,2,Medical,1,1,Female,31,4,Sales Executive,2,Divorced,5734,14892,9,No,20,4,3,80,12,1,4,3,6,2,No
38,Travel_Rarely,907,Sales,15,1,Medical,1,2,Male,65,2,Research Director,2,Single,10926,8328,3,Yes,12,3,4,80,5,6,2,0,7,8,No
37,Travel_Frequently,615,Sales,7,4,Life Sciences,1,1,Female,40,2,Research Director,1,Single,6297,8320,3,Yes,17,3,3,80,10,6,1,1,6,8,No
47,Travel_Rarely,928,Human Resources,14,4,Other,1,1,Female,56,2,Manager,1,Married,12271,19952,5,Yes,17,3,4,80,6,1,4,8,5,4,No
55,Travel_Rarely,146,Sales,3,3,Life Sciences,1,1,Male,51,3,Healthcare Representative,2,Single,9329,5652,6,Yes,11,3,1,80,16,0,1,11,5,5,Yes
44,Travel_Rarely,315,Sales,10,2,Medical,1,2,Female,35,3,Sales Executive,1,Single,2944,13789,8,Yes,16,3,2,80,20,6,2,11,8,6,No
26,Travel_Rarely,1288,Sales,15,1,Marketing,1,2,Female,86,2,Manufacturing Director,3,Single,4731,18412,7,Yes,13,3,1,80,21,4,4,7,8,5,No
53,Non-Travel,292,Research & Development,19,5,Medical,1,1,Female,64,2,Manufacturing Director,3,Single,13257,10519,6,Yes,11,3,3,80,2,0,1,2,6,8,No
26,Travel_Frequently,683,Sales,18,3,Life Sciences,1,2,Male,51,3,Research Director,2,Single,12579,8852,4,Yes,18,4,4,80,13,5,2,1,8,9,Yes
41,Travel_Rarely,1114,Sales,10,3,Life Sciences,1,2,Female,58,2,Research Director,4,Divorced,10749,7040,3,Yes,16,3,2,80,16,0,4,7,7,3,No
52,Travel_Frequently,732,Sales,24,2,Life Sciences,1,4,Female,73,1,Human Resources,1,Single,7463,19384,0,No,16,3,1,80,6,6,1,13,8,2,No
46,Travel_Rarely,415,Sales,14,4,Other,1,1,Female,61,3,Manufacturing Director,3,Single,11475,21564,6,Yes,24,3,3,80,11,1,4,15,7,6,No
38,Non-Travel,716,Sales,29,4,Medical,1,1,Female,59,1,Human Resources,1,Married,7917,20808,0,Yes,11,3,2,80,10,5,3,8,12,3,No
30,Travel_Frequently,584,Human Resources,6,2,Medical,1,3,Female,79,4,Research Scientist,1,Married,10628,10262,8,Yes,19,4,1,80,19,0,1,13,5,9,No
44,Travel_Rarely,515,Sales,27,3,Life Sciences,1,1,Male,75,1,Research Scientist,1,Single,6214,9867,6,No,17,3,2,80,11,4,2,11,8,3,No
22,Travel_Rarely,1403,Sales,19,3,Life Sciences,1,3,Female,63,4,Research Scientist,3,Single,4503,4697,8,Yes,17,4,2,80,26,1,2,3,7,5,No
31,Travel_Rarely,1434,Sales,28,2,Other,1,1,Female,82,1,Research Director,3,Divorced,6321,6032,1,Yes,13,3,1,80,12,4,4,5,6,3,No
46,Travel_Rarely,1395,Sales,16,3,Marketing,1,2,Female,51,1,Manager,1,Single,15147,19748,5,Yes,13,3,1,80,16,0,3,7,5,5,No
42,Travel_Rarely,1375,Sales,20,4,Medical,1,2,Female,54,3,Laboratory Technician,2,Divorced,12208,8014,6,Yes,14,3,1,80,17,2,1,6,8,1,Yes
34,Non-Travel,388,Human Resources,1,3,Other,1,3,Female,82,2,Manager,1,Single,13938,9481,5,Yes,15,4,2,80,22,4,1,13,12,5,Yes
48,Travel_Rarely,151,Sales,21,4,Technical Degree,1,2,Female,67,1,Research Director,1,Married,11986,5741,3,Yes,18,4,1,80,5,0,1,9,6,2,No
35,Travel_Rarely,135,Sales,16,3,Technical Degree,1,3,Female,34,2,Human Resources,3,Divorced,10644,8254,7,Yes,16,4,1,80,16,5,1,5,2,6,No
25,Travel_Rarely,1420,Sales,24,4,Medical,1,3,Female,67,1,Sales Executive,1,Single,7943,18570,9,Yes,15,3,1,80,10,1,4,5,7,6,No
37,Travel_Rarely,756,Sales,5,3,Medical,1,1,Female,37,1,Research Scientist,2,Married,5395,22736,8,No,11,3,4,80,20,0,2,8,8,11,No
38,Non-Travel,422,Human Resources,9,2,Marketing,1,4,Female,63,3,Manager,2,Divorced,15498,25003,9,Yes,11,4,4,80,30,0,2,6,3,4,No
44,Travel_Frequently,1041,Sales,21,4,Life Sciences,1,2,Female,43,3,Research Director,2,Divorced,13370,4065,1,Yes,20,3,2,80,24,5,1,10,9,0,Yes
29,Travel_Frequently,706,Sales,11,3,Medical,1,1,Female,79,3,Research Scientist,2,Single,14502,4087,8,No,14,4,1,80,5,0,1,3,6,4,No
36,Travel_Frequently,1004,Research & Development,25,4,Medical,1,2,Female,51,4,Healthcare Representative,1,Single,12229,15350,7,Yes,15,3,2,80,2,6,1,2,4,13,No
50,Travel_Frequently,1344,Sales,21,4,Other,1,1,Female,83,3,Laboratory Technician,3,Single,5306,10985,7,No,13,4,3,80,14,0,4,5,7,5,No
56,Travel_Rarely,600,Research & Development,7,1,Marketing,1,3,Female,74,2,Manufacturing Director,4,Married,16257,10363,6,No,11,3,1,80,21,0,1,0,6,11,Yes
56,Travel_Rarely,314,Sales,20,3,Life Sciences,1,1,Female,84,3,Manager,2,Married,12196,5134,7,Yes,13,3,1,80,8,0,1,7,3,0,No
34,Travel_Rarely,634,Research & Development,22,3,Marketing,1,3,Male,79,2,Manager,1,Married,14118,22225,7,Yes,12,3,3,80,11,1,1,0,3,3,Yes
40,Travel_Frequently,536,Sales,3,1,Human Resources,1,3,Female,74,1,Sales Executive,4,Single,8174,20878,7,Yes,13,4,3,80,23,1,2,15,6,6,No
34,Travel_Frequently,867,Research & Development,21,2,Life Sciences,1,3,Female,57,3,Research Director,3,Single,15155,22610,6,No,18,4,1,80,29,6,4,2,3,2,No
50,Travel_Rarely,1279,Sales,1,3,Life Sciences,1,1,Female,40,2,Manager,4,Single,5807,17447,6,Yes,11,3,3,80,7,1,3,12,4,1,No
44,Travel_Rarely,1252,Sales,7,4,Medical,1,1,Female,60,1,Sales Executive,1,Single,12946,21021,8,Yes,11,3,2,80,14,1,1,5,8,9,No
40,Travel_Rarely,1468,Sales,11,1,Technical Degree,1,4,Female,62,3,Research Scientist,3,Single,14550,21157,9,Yes,13,4,2,80,23,0,2,5,7,4,No
58,Travel_Rarely,1093,Sales,10,1,Other,1,2,Female,42,2,Research Director,1,Married,2147,19779,8,Yes,12,3,3,80,5,4,2,4,3,4,No
40,Travel_Rarely,882,Sales,2,1,Marketing,1,2,Female,82,2,Healthcare Representative,2,Single,11574,7445,6,Yes,22,3,1,80,4,5,2,6,7,7,Yes
31,Travel_Rarely,696,Sales,4,3,Other,1,2,Male,78,3,Human Resources,1,Single,14351,8575,7,Yes,13,4,3,80,11,0,2,11,3,2,Yes
38,Travel_Rarely,320,Sales,5,4,Life Sciences,1,1,Male,46,4,Sales Representative,2,Single,6933,6765,8,Yes,18,3,1,80,23,6,1,0,3,6,No
29,Travel_Rarely,962,Research & Development,1,1,Medical,1,1,Female,71,3,Human Resources,2,Single,8872,16421,4,Yes,14,3,3,80,16,1,3,9,7,10,No
46,Travel_Frequently,1367,Human Resources,17,2,Technical Degree,1,1,Male,62,4,Research Director,2,Single,6832,5862,6,Yes,12,3,1,80,10,6,2,6,3,6,No
29,Non-Travel,251,Sales,1,4,Other,1,1,Female,92,1,Healthcare Representative,3,Single,8626,10153,6,Yes,17,4,4,80,13,0,2,5,6,2,No
30,Non-Travel,443,Research & Development,7,2,Technical Degree,1,3,Female,88,3,Sales Representative,2,Married,8997,22269,5,Yes,23,3,2,80,7,6,3,0,6,3,No
53,Travel_Rarely,1018,Sales,18,1,Life Sciences,1,1,Female,84,3,Healthcare Representative,2,Single,16442,15116,7,Yes,18,3,3,80,4,0,1,0,4,8,No
36,Travel_Frequently,771,Sales,21,3,Life Sciences,1,1,Female,73,1,Sales Executive,4,Married,5484,8821,9,No,13,4,3,80,13,0,3,0,6,1,No
45,Travel_Rarely,1067,Human Resources,25,2,Life Sciences,1,1,Male,70,2,Sales Executive,1,Single,7957,14770,9,Yes,19,3,2,80,14,0,3,4,9,0,Yes
22,Travel_Frequently,1176,Sales,20,2,Medical,1,4,Male,49,3,Manufacturing Director,3,Married,14577,7985,7,Yes,13,3,3,80,25,3,2,1,7,0,No
58,Travel_Frequently,1105,Research & Development,20,4,Marketing,1,1,Female,94,3,Research Director,1,Married,15250,21646,2,Yes,14,3,2,80,3,1,3,1,5,2,No
34,Travel_Frequently,1256,Human Resources,28,1,Medical,1,4,Female,65,2,Laboratory Technician,1,Single,5555,16053,7,Yes,18,3,1,80,14,3,2,0,8,2,Yes
24,Travel_Rarely,1162,Sales,13,3,Other,1,3,Female,93,1,Research Director,1,Divorced,2893,19708,1,Yes,11,3,1,80,28,1,2,0,6,3,No
21,Travel_Rarely,212,Sales,16,2,Marketing,1,3,Female,72,4,Manufacturing Director,1,Married,5012,9493,7,Yes,17,4,3,80,20,2,1,2,5,5,No
43,Non-Travel,585,Sales,18,3,Life Sciences,1,2,Male,49,4,Sales Executive,2,Married,13700,15365,9,Yes,19,3,4,80,16,5,2,3,8,12,No
21,Non-Travel,232,Sales,20,2,Life Sciences,1,1,Female,42,1,Manufacturing Director,1,Single,3861,15225,7,No,12,3,2,80,11,0,4,1,10,7,No
34,Non-Travel,1261,Sales,12,4,Technical Degree,1,2,Male,41,3,Human Resources,4,Married,10371,6228,0,Yes,13,3,3,80,22,2,1,3,5,6,Yes
38,Travel_Frequently,1460,Human Resources,4,4,Technical Degree,1,1,Female,95,1,Healthcare Representative,4,Single,12338,20347,6,Yes,17,3,2,80,25,6,1,7,8,0,No
